masked_sentence	mask_token_str	mapping_type	learnerl1	learnerRawScore	annotationErrorType	incorrect_token	incorrect_token_idx	incorrect_token_length	incorrect_token_pos
[MASK] everytime of the day I can communicate with people of all nationality of the world , I can have informations about everything , I can buy something which I ca n't find in the shops of my town , so I can do anything just clicking on the mouse !	[MASK]	replacement_correction	Italian	22.0	RT	In	0	2	IN
In [MASK] of the day I can communicate with people of all nationality of the world , I can have informations about everything , I can buy something which I ca n't find in the shops of my town , so I can do anything just clicking on the mouse !	[MASK]	replacement_correction	Italian	22.0	RP	everytime	1	9	NN
In everytime of the day I can communicate with people of all [MASK] of the world , I can have informations about everything , I can buy something which I ca n't find in the shops of my town , so I can do anything just clicking on the mouse !	[MASK]	replacement_correction	Italian	22.0	AGN	nationality	12	11	NN
In everytime of the day I can communicate with people of all nationality of the world , I can [MASK] informations about everything , I can buy something which I ca n't find in the shops of my town , so I can do anything just clicking on the mouse !	[MASK]	replacement_correction	Italian	22.0	RV	have	19	4	VB
In everytime of the day I can communicate with people of all nationality of the world , I can have [MASK] about everything , I can buy something which I ca n't find in the shops of my town , so I can do anything just clicking on the mouse !	[MASK]	replacement_correction	Italian	22.0	CN	informations	20	12	NNS
In everytime of the day I can communicate with people of all nationality of the world , I can have informations about everything , I can buy something which I ca n't find in the shops [MASK] my town , so I can do anything just clicking on the mouse !	[MASK]	replacement_correction	Italian	22.0	RT	of	36	2	IN
Then , I was hoping to have a meal at the theatre restaurant which was recommended in the advertisement [MASK] however , it was not possible for me to do so as the restaurant was closed due to the stuff vacation which I thought was very unprofessional .	[MASK]	replacement_correction	Japanese	32.0	RP	,	19	1	,
Then , I was hoping to have a meal at the theatre restaurant which was recommended in the advertisement , [MASK] , it was not possible for me to do so as the restaurant was closed due to the stuff vacation which I thought was very unprofessional .	[MASK]	replacement_correction	Japanese	32.0	RP	however	20	7	RB
Then , I was hoping to have a meal at the theatre restaurant which was recommended in the advertisement , however , it was not possible for me to do so as the restaurant was closed due to the [MASK] vacation which I thought was very unprofessional .	[MASK]	replacement_correction	Japanese	32.0	RN	stuff	39	5	NN
It was written in the [MASK] that I could visit your theatre restaurant after the show , but unfortunatelly it was closed .	[MASK]	replacement_correction	Russian	24.0	S	advertisment	5	12	NN
It was written in the advertisment that I could visit your theatre restaurant after the show , but [MASK] it was closed .	[MASK]	replacement_correction	Russian	24.0	DY	unfortunatelly	18	14	RB
For [MASK] , if the shop is full of people , is not enjoyable , because they will create too confusion , too noise with the risk of leaving time .	[MASK]	replacement_correction	Italian	24.0	S	exemple	1	7	NN
For exemple , if the shop is full of people , is not enjoyable , because they will create too confusion , too noise [MASK] the risk of leaving time .	[MASK]	replacement_correction	Italian	24.0	R	with	24	4	IN
For exemple , if the shop is full of people , is not enjoyable , because they will create too confusion , too noise with [MASK] risk of leaving time .	[MASK]	replacement_correction	Italian	24.0	R	the	25	3	DT
For exemple , if the shop is full of people , is not enjoyable , because they will create too confusion , too noise with the [MASK] of leaving time .	[MASK]	replacement_correction	Italian	24.0	R	risk	26	4	NN
For exemple , if the shop is full of people , is not enjoyable , because they will create too confusion , too noise with the risk [MASK] leaving time .	[MASK]	replacement_correction	Italian	24.0	R	of	27	2	IN
For exemple , if the shop is full of people , is not enjoyable , because they will create too confusion , too noise with the risk of [MASK] time .	[MASK]	replacement_correction	Italian	24.0	RV	leaving	28	7	VBG
I would prefer a tent since for me if I go to a camp or [MASK] excurcion it wo n't be the same if I slept in a cabin .	[MASK]	replacement_correction	Spanish	24.0	R	and	15	3	CC
I would prefer a tent since for me if I go to a camp or and [MASK] it wo n't be the same if I slept in a cabin .	[MASK]	replacement_correction	Spanish	24.0	S	excurcion	16	9	NN
I would prefer a tent since for me if I go to a camp or and excurcion it [MASK] n't be the same if I slept in a cabin .	[MASK]	replacement_correction	Spanish	24.0	TV	wo	18	2	MD
I would prefer a tent since for me if I go to a camp or and excurcion it wo [MASK] be the same if I slept in a cabin .	[MASK]	replacement_correction	Spanish	24.0	TV	n't	19	3	RB
I would prefer a tent since for me if I go to a camp or and excurcion it wo n't be the same if I [MASK] in a cabin .	[MASK]	replacement_correction	Spanish	24.0	TV	slept	25	5	VBP
- [MASK] in basketball , because our school 's team won first prize in our gerian .	[MASK]	replacement_correction	Russian	23.0	W	competition	1	11	NN
- competition [MASK] basketball , because our school 's team won first prize in our gerian .	[MASK]	replacement_correction	Russian	23.0	W	in	2	2	IN
- competition in [MASK] , because our school 's team won first prize in our gerian .	[MASK]	replacement_correction	Russian	23.0	W	basketball	3	10	NN
- competition in basketball , because our school 's team won first prize in our [MASK] .	[MASK]	replacement_correction	Russian	23.0	DN	gerian	15	6	NN
The end-of-conference party , which [MASK] in the evening on 20 June , is going to be held on the coast .	[MASK]	replacement_correction	Chinese	27.00	RV	happens	5	7	VBZ
Sometimes he had liked to surprise his class with a test to see how good they would be when they could not have [MASK] for it in advance .	[MASK]	replacement_correction	German	27.0	RV	learned	23	7	VBN
In addition , I would rather sleep in a tent since I like being [MASK] nature and especially singing birds .	[MASK]	replacement_correction	French	27.0	RJ	near	14	4	IN
Because I 'm big fan of them , [MASK] was pretty much boring without them and not to mention that it was disappointing .	[MASK]	replacement_correction	Korean	24.0	SX	if	8	2	IN
[MASK] it is said in your advertisement , the show is starring Danny Brook but there was different actor .	[MASK]	replacement_correction	Japanese	28.0	RC	As	0	2	IN
As it [MASK] said in your advertisement , the show is starring Danny Brook but there was different actor .	[MASK]	replacement_correction	Japanese	28.0	TV	is	2	2	VBZ
As it is [MASK] in your advertisement , the show is starring Danny Brook but there was different actor .	[MASK]	replacement_correction	Japanese	28.0	TV	said	3	4	VBD
As it is said in your advertisement , the show [MASK] starring Danny Brook but there was different actor .	[MASK]	replacement_correction	Japanese	28.0	TV	is	10	2	VBZ
As it is said in your advertisement , the show is [MASK] Danny Brook but there was different actor .	[MASK]	replacement_correction	Japanese	28.0	TV	starring	11	8	VBG
It was an unfair deal , but if they wanted the questions they had to accept , and if they accepted , they could n't [MASK] anything to the teachers , because , in fact , they were as guilty as Lise .	[MASK]	replacement_correction	Spanish	34.0	AS	tell	25	4	VB
It was an unfair deal , but if they wanted the questions they had to accept , and if they accepted , they could n't tell [MASK] to the teachers , because , in fact , they were as guilty as Lise .	[MASK]	replacement_correction	Spanish	34.0	AS	anything	26	8	NN
It was an unfair deal , but if they wanted the questions they had to accept , and if they accepted , they could n't tell anything [MASK] the teachers , because , in fact , they were as guilty as Lise .	[MASK]	replacement_correction	Spanish	34.0	AS	to	27	2	TO
It was an unfair deal , but if they wanted the questions they had to accept , and if they accepted , they could n't tell anything to [MASK] teachers , because , in fact , they were as guilty as Lise .	[MASK]	replacement_correction	Spanish	34.0	AS	the	28	3	DT
It was an unfair deal , but if they wanted the questions they had to accept , and if they accepted , they could n't tell anything to the [MASK] , because , in fact , they were as guilty as Lise .	[MASK]	replacement_correction	Spanish	34.0	AS	teachers	29	8	NNS
[MASK] it is not always enjoyable , people are shopping more and more , it is very fashionable those times .	[MASK]	replacement_correction	French	25.0	RC	However	0	7	RB
However it is not always enjoyable , people are shopping more and more [MASK] it is very fashionable those times .	[MASK]	replacement_correction	French	25.0	RP	,	13	1	,
However it is not always enjoyable , people are shopping more and more , [MASK] is very fashionable those times .	[MASK]	replacement_correction	French	25.0	RP	it	14	2	PRP
However it is not always enjoyable , people are shopping more and more , it is very fashionable [MASK] times .	[MASK]	replacement_correction	French	25.0	ID	those	18	5	DT
However it is not always enjoyable , people are shopping more and more , it is very fashionable those [MASK] .	[MASK]	replacement_correction	French	25.0	ID	times	19	5	NNS
My work consisted [MASK] checking the tickets , the number on them and taking the people to their seats .	[MASK]	replacement_correction	Italian	36.0	RT	in	3	2	IN
It is recommended that should be filmed about Maths , English study skills , [MASK] brain up and a part of playing football .	[MASK]	replacement_correction	Chinese	26.0	R	make	14	4	VBP
It is recommended that should be filmed about Maths , English study skills , make [MASK] up and a part of playing football .	[MASK]	replacement_correction	Chinese	26.0	R	brain	15	5	NN
It is recommended that should be filmed about Maths , English study skills , make brain [MASK] and a part of playing football .	[MASK]	replacement_correction	Chinese	26.0	R	up	16	2	RB
I suggest visiting the London Fashion and Leisure Show on Tuesday morning and [MASK] the Science Museum on Friday afternoon .	[MASK]	replacement_correction	Chinese	26.00	FV	visit	13	5	VB
Our [MASK] will be managed by robots and they will replace us in our jobs .	[MASK]	replacement_correction	Spanish	29.0	AGN	life	1	4	NN
Our life will be managed by robots and they will replace us [MASK] our jobs .	[MASK]	replacement_correction	Spanish	29.0	R	in	12	2	IN
Our life will be managed by robots and they will replace us in [MASK] jobs .	[MASK]	replacement_correction	Spanish	29.0	R	our	13	3	PRP$
Our life will be managed by robots and they will replace us in our [MASK] .	[MASK]	replacement_correction	Spanish	29.0	R	jobs	14	4	NNS
Surfing because I never do it and I [MASK] like to learn it .	[MASK]	replacement_correction	French	18.0	TV	will	8	4	MD
I would prefer [MASK] in a tent during the two weeks because I think a tent is more natural .	[MASK]	replacement_correction	German	31.0	RV	living	3	6	NN
First of all , the reason why I bought the ticket was Danny Brook , who is my [MASK] star , and was going to play for the show .	[MASK]	replacement_correction	Japanese	25.0	SA	favorite	18	8	JJ
First of all , the reason why I bought the ticket was Danny Brook , who is my favorite star , and was going to [MASK] for the show .	[MASK]	replacement_correction	Japanese	25.0	RV	play	25	4	VB
First of all , the reason why I bought the ticket was Danny Brook , who is my favorite star , and was going to play [MASK] the show .	[MASK]	replacement_correction	Japanese	25.0	RV	for	26	3	IN
Thanks for [MASK] , and I will be there the next month .	[MASK]	replacement_correction	Spanish	21.0	RA	all	2	3	DT
Have you ever thought [MASK] live without your car ?	[MASK]	replacement_correction	Italian	31.00	FV	to	4	2	TO
Have you ever thought to [MASK] without your car ?	[MASK]	replacement_correction	Italian	31.00	FV	live	5	4	VB
As you asked in the letter , I will write everything I need to know about the [MASK] .	[MASK]	replacement_correction	Portuguese	33.0	RN	travel	17	6	NN
This report [MASK] aim to research the students about their daily life at school and give some suggestion about it .	[MASK]	replacement_correction	Chinese	26.0	R	is	2	2	VBZ
